DESCRIPTION,Month,ENCOUNTERCLASS,DISPENSES,TOTALCOST,RandomState,CityLookup,Year
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Tuesday, September 1, 2020",wellness,24,96.72,Florida,,2020
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Sunday, November 1, 2020",wellness,26,237.58,Florida,,2020
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Tuesday, December 1, 2020",wellness,60,256.68,Florida,,2020
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Friday, January 1, 2021",wellness,25,177.43,Florida,,2021
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Monday, February 1, 2021",wellness,14,267.28,Florida,,2021
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Monday, March 1, 2021",wellness,36,522.96,Florida,,2021
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Saturday, May 1, 2021",wellness,42,564.06,Florida,,2021
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Tuesday, June 1, 2021",wellness,26,81.01,Florida,,2021
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Thursday, July 1, 2021",wellness,5,34.19,Florida,,2021
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Sunday, August 1, 2021",wellness,21,297.63,Florida,,2021
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Monday, November 1, 2021",wellness,13,44.64,Florida,,2021
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Wednesday, December 1, 2021",wellness,52,208.76,Florida,,2021
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Saturday, January 1, 2022",wellness,44,261.44,Florida,,2022
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Tuesday, February 1, 2022",wellness,19,61.19,Florida,,2022
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Tuesday, March 1, 2022",wellness,15,77.7,Florida,,2022
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Friday, April 1, 2022",wellness,13,323.4,Florida,,2022
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Sunday, May 1, 2022",wellness,22,194.62,Florida,,2022
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Wednesday, June 1, 2022",wellness,26,40.08,Florida,,2022
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Friday, July 1, 2022",wellness,13,106.81,Florida,,2022
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Saturday, October 1, 2022",wellness,24,224.28,Florida,,2022
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Thursday, December 1, 2022",wellness,61,833.88,Florida,,2022
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Sunday, January 1, 2023",wellness,48,270.84,Florida,,2023
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Wednesday, February 1, 2023",wellness,22,59.4,Florida,,2023
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Wednesday, March 1, 2023",wellness,9,79.11,Florida,,2023
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Saturday, April 1, 2023",wellness,24,236.16,Florida,,2023
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Monday, May 1, 2023",wellness,33,341.09,Florida,,2023
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Thursday, June 1, 2023",wellness,14,105.8,Florida,,2023
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Saturday, July 1, 2023",wellness,29,36.54,Florida,,2023
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Tuesday, August 1, 2023",wellness,13,93.07,Florida,,2023
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Sunday, October 1, 2023",wellness,24,169.68,Florida,,2023
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Friday, December 1, 2023",wellness,62,190.46,Florida,,2023
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Monday, January 1, 2024",wellness,8,8.5,Florida,,2024
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Thursday, February 1, 2024",wellness,51,134.38,Florida,,2024
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Monday, April 1, 2024",wellness,24,37.68,Florida,,2024
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Wednesday, May 1, 2024",wellness,13,20.93,Florida,,2024
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Saturday, June 1, 2024",wellness,39,274.65,Florida,,2024
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Monday, July 1, 2024",wellness,36,321.36,Florida,,2024
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Thursday, August 1, 2024",wellness,9,50.57,Florida,,2024
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Tuesday, October 1, 2024",wellness,22,524.48,Florida,,2024
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Sunday, December 1, 2024",wellness,44,468.37,Florida,,2024
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Wednesday, January 1, 2025",wellness,16,89.76,Florida,,2025
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Saturday, February 1, 2025",wellness,35,192.29,Florida,,2025
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Tuesday, April 1, 2025",wellness,11,52.42,Florida,,2025
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,"Tuesday, July 1, 2025",wellness,9,63.74,Florida,,2025
Clopidogrel 75 MG Oral Tablet,"Saturday, March 1, 1997",wellness,347,149251.64,Florida,,1997
Clopidogrel 75 MG Oral Tablet,"Monday, December 1, 1997",wellness,338,266022.9,Florida,,1997
Clopidogrel 75 MG Oral Tablet,"Saturday, August 1, 1998",wellness,330,40263.3,Florida,,1998
Clopidogrel 75 MG Oral Tablet,"Saturday, May 1, 1999",wellness,321,47796.9,Florida,,1999
Clopidogrel 75 MG Oral Tablet,"Wednesday, March 1, 2000",wellness,310,616667.5,Florida,,2000
Clopidogrel 75 MG Oral Tablet,"Tuesday, August 1, 2000",wellness,305,209345.9,Florida,,2000
Clopidogrel 75 MG Oral Tablet,"Sunday, April 1, 2001",wellness,297,475330.68,Florida,,2001
Clopidogrel 75 MG Oral Tablet,"Thursday, November 1, 2001",wellness,48,4417.92,Florida,,2001
Clopidogrel 75 MG Oral Tablet,"Monday, April 1, 2002",wellness,228,159743.64,Florida,,2002
Clopidogrel 75 MG Oral Tablet,"Saturday, February 1, 2003",wellness,274,35184.34,Florida,,2003
Clopidogrel 75 MG Oral Tablet,"Saturday, March 1, 2003",wellness,274,266029.34,Florida,,2003
Clopidogrel 75 MG Oral Tablet,"Sunday, June 1, 2003",wellness,174,129403.8,Florida,,2003
Clopidogrel 75 MG Oral Tablet,"Wednesday, October 1, 2003",wellness,266,239487.78,Florida,,2003
Clopidogrel 75 MG Oral Tablet,"Sunday, May 1, 2005",wellness,87,98248.23,Florida,,2005
Clopidogrel 75 MG Oral Tablet,"Saturday, October 1, 2005",wellness,242,92168.12,Florida,,2005
Clopidogrel 75 MG Oral Tablet,"Thursday, June 1, 2006",wellness,235,345327.8,Florida,,2006
Clopidogrel 75 MG Oral Tablet,"Friday, September 1, 2006",wellness,694,506081.63,Florida,,2006
Clopidogrel 75 MG Oral Tablet,"Sunday, July 1, 2007",wellness,224,291407.33,Florida,,2007
Clopidogrel 75 MG Oral Tablet,"Saturday, March 1, 2008",wellness,213,315947.16,Florida,,2008
Clopidogrel 75 MG Oral Tablet,"Thursday, January 1, 2009",wellness,24,23540.16,Florida,,2009
Clopidogrel 75 MG Oral Tablet,"Sunday, March 1, 2009",wellness,201,63178.32,Florida,,2009
Clopidogrel 75 MG Oral Tablet,"Monday, June 1, 2009",wellness,198,106165.62,Florida,,2009
Clopidogrel 75 MG Oral Tablet,"Tuesday, September 1, 2009",wellness,194,46686.1,Florida,,2009
Clopidogrel 75 MG Oral Tablet,"Tuesday, June 1, 2010",wellness,318,289825.92,Florida,,2010
Clopidogrel 75 MG Oral Tablet,"Friday, October 1, 2010",wellness,182,112476,Florida,,2010
Clopidogrel 75 MG Oral Tablet,"Monday, November 1, 2010",wellness,181,357078.61,Florida,,2010
Clopidogrel 75 MG Oral Tablet,"Saturday, January 1, 2011",wellness,179,342174.61,Florida,,2011
Clopidogrel 75 MG Oral Tablet,"Tuesday, February 1, 2011",wellness,43,8855.42,Florida,,2011
Clopidogrel 75 MG Oral Tablet,"Tuesday, March 1, 2011",wellness,176,95411.36,Florida,,2011
Clopidogrel 75 MG Oral Tablet,"Thursday, September 1, 2011",wellness,286,28162.29,Florida,,2011
Clopidogrel 75 MG Oral Tablet,"Saturday, October 1, 2011",wellness,169,15554.76,Florida,,2011
Clopidogrel 75 MG Oral Tablet,"Thursday, March 1, 2012",wellness,95,78659.05,Florida,,2012
Clopidogrel 75 MG Oral Tablet,"Wednesday, August 1, 2012",wellness,159,409924.26,Florida,,2012
Clopidogrel 75 MG Oral Tablet,"Monday, October 1, 2012",wellness,157,85875.86,Florida,,2012
Clopidogrel 75 MG Oral Tablet,"Friday, February 1, 2013",wellness,153,19989.45,Florida,,2013
Clopidogrel 75 MG Oral Tablet,"Wednesday, May 1, 2013",wellness,150,13806,Florida,,2013
Clopidogrel 75 MG Oral Tablet,"Saturday, June 1, 2013",wellness,149,27973.26,Florida,,2013
Clopidogrel 75 MG Oral Tablet,"Thursday, August 1, 2013",wellness,147,127040.34,Florida,,2013
Clopidogrel 75 MG Oral Tablet,"Friday, November 1, 2013",wellness,144,240265.44,Florida,,2013
Clopidogrel 75 MG Oral Tablet,"Monday, September 1, 2014",wellness,134,30442.12,Florida,,2014
Clopidogrel 75 MG Oral Tablet,"Monday, December 1, 2014",wellness,131,119136.64,Florida,,2014
Clopidogrel 75 MG Oral Tablet,"Sunday, March 1, 2015",wellness,128,218234.88,Florida,,2015
Clopidogrel 75 MG Oral Tablet,"Friday, May 1, 2015",wellness,126,11597.04,Florida,,2015
Clopidogrel 75 MG Oral Tablet,"Wednesday, July 1, 2015",wellness,111,10216.44,Florida,,2015
Clopidogrel 75 MG Oral Tablet,"Monday, February 1, 2016",wellness,234,43326.27,Florida,,2016
Clopidogrel 75 MG Oral Tablet,"Friday, April 1, 2016",wellness,114,77425.38,Florida,,2016
Clopidogrel 75 MG Oral Tablet,"Wednesday, June 1, 2016",wellness,113,10400.52,Florida,,2016
Clopidogrel 75 MG Oral Tablet,"Friday, July 1, 2016",wellness,111,20740.35,Florida,,2016
Clopidogrel 75 MG Oral Tablet,"Monday, August 1, 2016",wellness,97,33804.5,Florida,,2016
Clopidogrel 75 MG Oral Tablet,"Tuesday, November 1, 2016",wellness,107,162839.02,Florida,,2016
Clopidogrel 75 MG Oral Tablet,"Sunday, January 1, 2017",wellness,105,81651.15,Florida,,2017
Clopidogrel 75 MG Oral Tablet,"Monday, May 1, 2017",wellness,101,43814.81,Florida,,2017
Clopidogrel 75 MG Oral Tablet,"Friday, September 1, 2017",wellness,98,107332.54,Florida,,2017
Clopidogrel 75 MG Oral Tablet,"Wednesday, November 1, 2017",wellness,95,54670.6,Florida,,2017
Clopidogrel 75 MG Oral Tablet,"Friday, December 1, 2017",wellness,94,47892.06,Florida,,2017
Clopidogrel 75 MG Oral Tablet,"Sunday, April 1, 2018",wellness,91,15270.71,Florida,,2018
Clopidogrel 75 MG Oral Tablet,"Saturday, September 1, 2018",wellness,85,35573.35,Florida,,2018
Clopidogrel 75 MG Oral Tablet,"Monday, October 1, 2018",wellness,84,21457.8,Florida,,2018
Clopidogrel 75 MG Oral Tablet,"Thursday, November 1, 2018",wellness,83,250468.27,Florida,,2018
Clopidogrel 75 MG Oral Tablet,"Saturday, December 1, 2018",wellness,82,62260.96,Florida,,2018
Clopidogrel 75 MG Oral Tablet,"Friday, March 1, 2019",wellness,79,156643.57,Florida,,2019
Clopidogrel 75 MG Oral Tablet,"Wednesday, May 1, 2019",wellness,77,40753.02,Florida,,2019
Clopidogrel 75 MG Oral Tablet,"Saturday, June 1, 2019",wellness,76,6995.04,Florida,,2019
Clopidogrel 75 MG Oral Tablet,"Sunday, December 1, 2019",wellness,70,23846.2,Florida,,2019
Clopidogrel 75 MG Oral Tablet,"Saturday, February 1, 2020",wellness,68,6258.72,Florida,,2020
Clopidogrel 75 MG Oral Tablet,"Sunday, March 1, 2020",wellness,134,50717.66,Florida,,2020
Clopidogrel 75 MG Oral Tablet,"Wednesday, July 1, 2020",wellness,63,77588.28,Florida,,2020
Clopidogrel 75 MG Oral Tablet,"Tuesday, September 1, 2020",wellness,60,53412.6,Florida,,2020
Clopidogrel 75 MG Oral Tablet,"Tuesday, December 1, 2020",wellness,58,168824.66,Florida,,2020
Clopidogrel 75 MG Oral Tablet,"Monday, March 1, 2021",wellness,54,4970.16,Florida,,2021
Clopidogrel 75 MG Oral Tablet,"Saturday, May 1, 2021",wellness,106,120688.95,Florida,,2021
Clopidogrel 75 MG Oral Tablet,"Sunday, August 1, 2021",wellness,50,126038.5,Florida,,2021
Clopidogrel 75 MG Oral Tablet,"Friday, October 1, 2021",wellness,47,12139.16,Florida,,2021
Clopidogrel 75 MG Oral Tablet,"Wednesday, December 1, 2021",wellness,45,27079.2,Florida,,2021
Clopidogrel 75 MG Oral Tablet,"Friday, April 1, 2022",wellness,42,10186.68,Florida,,2022
Clopidogrel 75 MG Oral Tablet,"Monday, August 1, 2022",wellness,38,6397.68,Florida,,2022
Clopidogrel 75 MG Oral Tablet,"Thursday, September 1, 2022",wellness,36,28236.24,Florida,,2022
Clopidogrel 75 MG Oral Tablet,"Saturday, October 1, 2022",wellness,35,47391.4,Florida,,2022
Clopidogrel 75 MG Oral Tablet,"Tuesday, November 1, 2022",wellness,35,44140.6,Florida,,2022
Clopidogrel 75 MG Oral Tablet,"Thursday, December 1, 2022",wellness,67,57356.84,Florida,,2022
Clopidogrel 75 MG Oral Tablet,"Wednesday, February 1, 2023",wellness,31,20641.04,Florida,,2023
Clopidogrel 75 MG Oral Tablet,"Wednesday, March 1, 2023",wellness,30,17400,Florida,,2023
Clopidogrel 75 MG Oral Tablet,"Saturday, April 1, 2023",wellness,29,17792.08,Florida,,2023
Clopidogrel 75 MG Oral Tablet,"Monday, May 1, 2023",wellness,28,13833.4,Florida,,2023
Clopidogrel 75 MG Oral Tablet,"Saturday, July 1, 2023",wellness,53,26432.37,Florida,,2023
Clopidogrel 75 MG Oral Tablet,"Wednesday, November 1, 2023",wellness,22,23946.56,Florida,,2023
Clopidogrel 75 MG Oral Tablet,"Monday, January 1, 2024",wellness,20,9925,Florida,,2024
Clopidogrel 75 MG Oral Tablet,"Thursday, February 1, 2024",wellness,19,10951.79,Florida,,2024
Clopidogrel 75 MG Oral Tablet,"Sunday, September 1, 2024",wellness,24,36586.2,Florida,,2024
Clopidogrel 75 MG Oral Tablet,"Tuesday, October 1, 2024",wellness,11,15000.26,Florida,,2024
Clopidogrel 75 MG Oral Tablet,"Sunday, December 1, 2024",wellness,9,6535.62,Florida,,2024
Clopidogrel 75 MG Oral Tablet,"Saturday, February 1, 2025",wellness,7,13471.99,Florida,,2025
Clopidogrel 75 MG Oral Tablet,"Tuesday, April 1, 2025",wellness,5,1274.95,Florida,,2025
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Friday, February 1, 1957",wellness,9,1656.72,Florida,,1957
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Sunday, February 1, 1959",wellness,8,11674.16,Florida,,1959
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Friday, November 1, 1968",wellness,11,7213.58,Florida,,1968
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Saturday, December 1, 1973",wellness,8,1472.64,Florida,,1973
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Friday, October 1, 1982",wellness,7,1288.56,Florida,,1982
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Thursday, March 1, 1990",wellness,13,6133.91,Florida,,1990
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Wednesday, March 1, 2000",wellness,8,2620.8,Florida,,2000
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Friday, December 1, 2006",wellness,13,4154.64,Florida,,2006
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Saturday, December 1, 2007",wellness,13,4342.49,Florida,,2007
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Monday, December 1, 2008",wellness,24,24350.16,Florida,,2008
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Friday, May 1, 2009",wellness,11,6241.95,Florida,,2009
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Friday, January 1, 2010",wellness,24,8780.52,Florida,,2010
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Thursday, July 1, 2010",wellness,7,5158.79,Florida,,2010
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Sunday, July 1, 2012",wellness,9,9476.01,Florida,,2012
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Tuesday, January 1, 2013",wellness,23,13940.16,Florida,,2013
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Saturday, June 1, 2013",wellness,13,2393.04,Florida,,2013
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Saturday, February 1, 2014",wellness,9,3313.5,Florida,,2014
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Tuesday, July 1, 2014",wellness,20,11605.12,Florida,,2014
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Wednesday, October 1, 2014",wellness,24,16318.32,Florida,,2014
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Saturday, November 1, 2014",wellness,24,11290.32,Florida,,2014
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Sunday, February 1, 2015",wellness,35,29017.46,Florida,,2015
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Friday, May 1, 2015",wellness,19,7643.48,Florida,,2015
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Monday, June 1, 2015",wellness,13,2631.89,Florida,,2015
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Tuesday, September 1, 2015",wellness,7,10514.98,Florida,,2015
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Thursday, October 1, 2015",wellness,25,17490.78,Florida,,2015
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Sunday, November 1, 2015",wellness,36,36248.88,Florida,,2015
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Friday, January 1, 2016",wellness,18,17637.9,Florida,,2016
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Monday, February 1, 2016",wellness,33,12857.97,Florida,,2016
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Sunday, May 1, 2016",wellness,24,13024.08,Florida,,2016
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Wednesday, June 1, 2016",wellness,13,6096.4,Florida,,2016
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Saturday, October 1, 2016",wellness,24,29921.28,Florida,,2016
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Tuesday, November 1, 2016",wellness,36,17204.4,Florida,,2016
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Sunday, January 1, 2017",wellness,24,14906.52,Florida,,2017
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Wednesday, February 1, 2017",wellness,48,34151.88,Florida,,2017
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Thursday, June 1, 2017",wellness,13,11782.56,Florida,,2017
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Saturday, July 1, 2017",wellness,24,19627.44,Florida,,2017
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Sunday, October 1, 2017",wellness,24,31790.16,Florida,,2017
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Wednesday, November 1, 2017",wellness,36,21900.36,Florida,,2017
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Monday, January 1, 2018",wellness,24,20692.32,Florida,,2018
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Thursday, February 1, 2018",wellness,24,18501.12,Florida,,2018
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Thursday, March 1, 2018",wellness,24,18873.12,Florida,,2018
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Friday, June 1, 2018",wellness,25,11229,Florida,,2018
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Sunday, July 1, 2018",wellness,24,6376.08,Florida,,2018
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Monday, October 1, 2018",wellness,24,33593.16,Florida,,2018
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Thursday, November 1, 2018",wellness,24,14213.88,Florida,,2018
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Saturday, December 1, 2018",wellness,24,10335.96,Florida,,2018
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Tuesday, January 1, 2019",wellness,24,25985.4,Florida,,2019
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Friday, February 1, 2019",wellness,7,1288.56,Florida,,2019
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Friday, March 1, 2019",wellness,36,10200.12,Florida,,2019
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Saturday, June 1, 2019",wellness,24,12929.76,Florida,,2019
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Monday, July 1, 2019",wellness,13,22486.34,Florida,,2019
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Thursday, August 1, 2019",wellness,5,936.15,Florida,,2019
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Sunday, September 1, 2019",wellness,10,8202.2,Florida,,2019
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Tuesday, October 1, 2019",wellness,24,14938.08,Florida,,2019
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Friday, November 1, 2019",wellness,24,12646.08,Florida,,2019
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Sunday, December 1, 2019",wellness,24,16264.2,Florida,,2019
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Wednesday, January 1, 2020",wellness,24,16112.76,Florida,,2020
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Sunday, March 1, 2020",wellness,36,18828.12,Florida,,2020
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Monday, June 1, 2020",wellness,24,11570.04,Florida,,2020
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Wednesday, July 1, 2020",wellness,13,2620.01,Florida,,2020
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Thursday, October 1, 2020",wellness,15,5188.8,Florida,,2020
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Tuesday, December 1, 2020",wellness,37,12277.95,Florida,,2020
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Monday, February 1, 2021",wellness,13,3870.85,Florida,,2021
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,"Monday, March 1, 2021",wellness,36,6626.88,Florida,,2021
