Medicine,Year,Type,Value
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2010,Actual,13
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2010,Actual,15
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2010,Actual,13
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2010,Actual,17
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2010,Actual,13
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2010,Actual,19
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2010,Actual,13
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2010,Actual,15
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2011,Actual,13
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2011,Actual,14
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2011,Actual,14
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2011,Actual,20
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2011,Actual,26
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2011,Actual,20
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2011,Actual,20
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2011,Actual,13
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2011,Actual,15
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2012,Actual,15
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2012,Actual,17
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2012,Actual,17
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2012,Actual,20
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2012,Actual,21
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2012,Actual,20
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2012,Actual,15
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2012,Actual,16
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2015,Actual,19
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2015,Actual,18
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2015,Actual,14
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2016,Actual,17
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2016,Actual,17
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2016,Actual,20
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2016,Actual,20
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2016,Actual,37
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2016,Actual,33
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2016,Actual,32
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2016,Actual,36
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2016,Actual,30
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2016,Actual,27
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2016,Actual,22
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2016,Actual,30
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2017,Actual,29
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2017,Actual,35
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2017,Actual,46
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2017,Actual,41
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2017,Actual,29
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2017,Actual,46
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2017,Actual,43
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2017,Actual,41
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2017,Actual,41
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2017,Actual,35
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2017,Actual,41
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2017,Actual,50
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2018,Actual,49
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2018,Actual,42
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2018,Actual,54
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2018,Actual,44
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2018,Actual,34
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2018,Actual,54
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2018,Actual,52
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2018,Actual,45
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2018,Actual,43
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2018,Actual,45
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2018,Actual,36
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2018,Actual,37
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2019,Actual,38
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2019,Actual,40
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2019,Actual,46
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2019,Actual,47
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2019,Actual,47
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2019,Actual,46
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2019,Actual,48
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2019,Actual,48
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2019,Actual,49
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2019,Actual,39
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2019,Actual,35
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2019,Actual,32
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2020,Actual,33
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2020,Actual,36
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2020,Actual,43
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2020,Actual,41
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2020,Actual,43
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2020,Actual,37
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2020,Actual,37
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2020,Actual,40
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2020,Actual,34
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2020,Actual,40
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2020,Actual,33
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2020,Actual,43
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2021,Actual,45
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2021,Actual,37
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2021,Actual,36
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2021,Actual,32
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2021,Actual,25
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2021,Actual,36
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2021,Actual,44
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2021,Actual,59
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2021,Actual,31
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2021,Actual,35
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2021,Actual,43
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2021,Actual,47
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2022,Actual,51
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2022,Actual,52
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2022,Actual,53
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2022,Actual,57
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2022,Actual,60
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2022,Actual,51
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2022,Actual,50
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2022,Actual,58
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2022,Actual,48
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2022,Actual,49
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2022,Actual,48
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2022,Actual,55
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2023,Actual,65
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2023,Actual,53
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2023,Actual,49
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2023,Actual,44
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2023,Actual,45
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2023,Actual,28
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2023,Actual,32
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2023,Actual,27
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2023,Actual,29
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2023,Actual,32
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2023,Actual,44
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2023,Actual,43
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2024,Actual,46
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2024,Actual,44
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2024,Actual,44
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2024,Actual,43
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2024,Actual,33
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2024,Actual,36
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2024,Actual,35
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2024,Actual,31
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2024,Actual,29
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2024,Actual,39
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2024,Actual,42
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2024,Actual,46
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2025,Actual,43
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2025,Actual,33
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2025,Actual,38
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2025,Actual,33
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2025,Actual,22
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2025,Actual,21
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2025,Actual,37
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2025,Actual,32
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],2025,Actual,15
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2010,Actual,8
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2021,Actual,8
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,2016,Actual,8
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,2020,Actual,8
Acetaminophen 325 MG Oral Tablet,2019,Actual,8
Alendronic acid 10 MG Oral Tablet,2023,Actual,8
Diazepam 5 MG Oral Tablet,2019,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2018,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2018,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2023,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2023,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2024,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2024,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2025,Actual,8
Naproxen sodium 220 MG Oral Tablet,2022,Actual,8
amLODIPine 2.5 MG Oral Tablet,2018,Actual,8
amLODIPine 2.5 MG Oral Tablet,2024,Actual,8
amLODIPine 2.5 MG Oral Tablet,2025,Actual,8
carbamazepine 20 MG/ML Oral Suspension [Tegretol],1960,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2014,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2015,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2016,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2016,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2017,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2017,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2017,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2018,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2019,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2020,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2020,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2023,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2024,Actual,8
lisinopril 10 MG Oral Tablet,2017,Actual,8
lisinopril 10 MG Oral Tablet,2018,Actual,8
lisinopril 10 MG Oral Tablet,2020,Actual,8
lisinopril 10 MG Oral Tablet,2021,Actual,8
lisinopril 10 MG Oral Tablet,2021,Actual,8
lisinopril 10 MG Oral Tablet,2021,Actual,8
lisinopril 10 MG Oral Tablet,2021,Actual,8
lisinopril 10 MG Oral Tablet,2022,Actual,8
lisinopril 10 MG Oral Tablet,2022,Actual,8
lisinopril 10 MG Oral Tablet,2022,Actual,8
lisinopril 10 MG Oral Tablet,2023,Actual,8
lisinopril 10 MG Oral Tablet,2024,Actual,8
1 ML Enoxaparin sodium 150 MG/ML Prefilled Syringe,2020,Actual,8
1 ML tacrolimus 5 MG/ML Injection,1989,Actual,8
1 ML tacrolimus 5 MG/ML Injection,2021,Actual,8
10 ML Furosemide 10 MG/ML Injection,1993,Actual,8
10 ML Furosemide 10 MG/ML Injection,2008,Actual,8
10 ML Furosemide 10 MG/ML Injection,2008,Actual,8
10 ML Furosemide 10 MG/ML Injection,2009,Actual,8
10 ML Furosemide 10 MG/ML Injection,2010,Actual,8
10 ML Furosemide 10 MG/ML Injection,2020,Actual,8
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,1998,Actual,8
Cisplatin 50 MG Injection,1996,Actual,8
Cisplatin 50 MG Injection,1998,Actual,8
Cisplatin 50 MG Injection,2007,Actual,8
Cisplatin 50 MG Injection,2010,Actual,8
Cisplatin 50 MG Injection,2010,Actual,8
Cisplatin 50 MG Injection,2023,Actual,8
Meperidine Hydrochloride 50 MG Oral Tablet,2025,Actual,8
PACLitaxel 100 MG Injection,1996,Actual,8
PACLitaxel 100 MG Injection,1998,Actual,8
PACLitaxel 100 MG Injection,2007,Actual,8
PACLitaxel 100 MG Injection,2010,Actual,8
PACLitaxel 100 MG Injection,2010,Actual,8
PACLitaxel 100 MG Injection,2023,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],1998,Actual,8
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2015,Actual,8
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2015,Actual,8
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2019,Actual,8
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2020,Actual,8
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2020,Actual,8
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2022,Actual,8
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,2024,Actual,8
Alendronic acid 10 MG Oral Tablet,2015,Actual,8
Alendronic acid 10 MG Oral Tablet,2020,Actual,8
Alendronic acid 10 MG Oral Tablet,2021,Actual,8
Alendronic acid 10 MG Oral Tablet,2021,Actual,8
Alendronic acid 10 MG Oral Tablet,2023,Actual,8
Alendronic acid 10 MG Oral Tablet,2023,Actual,8
Alendronic acid 10 MG Oral Tablet,2025,Actual,8
Furosemide 40 MG Oral Tablet,2008,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2015,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2021,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2022,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2022,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2022,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2023,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2024,Actual,8
Hydrochlorothiazide 25 MG Oral Tablet,2025,Actual,8
Seasonique 91 Day Pack,2025,Actual,8
amLODIPine 2.5 MG Oral Tablet,2016,Actual,8
amLODIPine 2.5 MG Oral Tablet,2017,Actual,8
amLODIPine 2.5 MG Oral Tablet,2017,Actual,8
amLODIPine 2.5 MG Oral Tablet,2018,Actual,8
amLODIPine 2.5 MG Oral Tablet,2019,Actual,8
amLODIPine 2.5 MG Oral Tablet,2020,Actual,8
amLODIPine 2.5 MG Oral Tablet,2022,Actual,8
amLODIPine 2.5 MG Oral Tablet,2022,Actual,8
amLODIPine 2.5 MG Oral Tablet,2024,Actual,8
amLODIPine 2.5 MG Oral Tablet,2025,Actual,8
amLODIPine 2.5 MG Oral Tablet,2025,Actual,8
carbamazepine 20 MG/ML Oral Suspension [Tegretol],2018,Actual,8
carvedilol 25 MG Oral Tablet,2008,Actual,8
lisinopril 10 MG Oral Tablet,2015,Actual,8
lisinopril 10 MG Oral Tablet,2017,Actual,8
lisinopril 10 MG Oral Tablet,2017,Actual,8
lisinopril 10 MG Oral Tablet,2018,Actual,8
lisinopril 10 MG Oral Tablet,2019,Actual,8
lisinopril 10 MG Oral Tablet,2020,Actual,8
lisinopril 10 MG Oral Tablet,2020,Actual,8
lisinopril 10 MG Oral Tablet,2022,Actual,8
lisinopril 10 MG Oral Tablet,2023,Actual,8
lisinopril 10 MG Oral Tablet,2025,Actual,8
lisinopril 20 MG Oral Tablet,2008,Actual,8
losartan potassium 50 MG Oral Tablet,2008,Actual,8
sacubitril 97 MG / valsartan 103 MG Oral Tablet,2008,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],1986,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],1989,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],1994,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2010,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2011,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2017,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2017,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2018,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2019,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2025,Actual,8
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,1993,Actual,8
Acetaminophen 325 MG Oral Tablet,2020,Actual,8
Acetaminophen 325 MG Oral Tablet,2023,Actual,8
Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,2021,Actual,8
Amoxicillin 250 MG / Clavulanate 125 MG Oral Tablet,2022,Actual,8
Furosemide 40 MG Oral Tablet,2006,Actual,8
Furosemide 40 MG Oral Tablet,2007,Actual,8
Furosemide 40 MG Oral Tablet,2019,Actual,8
carvedilol 25 MG Oral Tablet,2006,Actual,8
ferrous sulfate 325 MG Oral Tablet,2001,Actual,8
ferrous sulfate 325 MG Oral Tablet,2025,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],1993,Actual,8
lisinopril 20 MG Oral Tablet,2006,Actual,8
sacubitril 97 MG / valsartan 103 MG Oral Tablet,2005,Actual,8
tropicamide 5 MG/ML Ophthalmic Solution,2021,Actual,8
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],1976,Actual,8
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],1991,Actual,8
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],1992,Actual,8
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],1992,Actual,8
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],1992,Actual,8
1 ML Epoetin Alfa 4000 UNT/ML Injection [Epogen],1993,Actual,8
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2015,Actual,8
24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet,2024,Actual,8
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,1959,Actual,8
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,1973,Actual,8
60 ACTUAT Fluticasone propionate 0.25 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Dry Powder Inhaler,2000,Actual,8
insulin isophane  human 70 UNT/ML / insulin  regular  human 30 UNT/ML Injectable Suspension [Humulin],2008,Actual,8
24 HR tacrolimus 1 MG Extended Release Oral Tablet,1999,Actual,8
24 HR tacrolimus 1 MG Extended Release Oral Tablet,2015,Actual,8
24 HR tacrolimus 1 MG Extended Release Oral Tablet,2015,Actual,8
24 HR tacrolimus 1 MG Extended Release Oral Tablet,2016,Actual,8
24 HR tacrolimus 1 MG Extended Release Oral Tablet,2017,Actual,8
24 HR tacrolimus 1 MG Extended Release Oral Tablet,2018,Actual,8
24 HR tacrolimus 1 MG Extended Release Oral Tablet,2019,Actual,8
24 HR tacrolimus 1 MG Extended Release Oral Tablet,2020,Actual,8
24 HR tacrolimus 1 MG Extended Release Oral Tablet,2021,Actual,8
24 HR tacrolimus 1 MG Extended Release Oral Tablet,2022,Actual,8
Digoxin 0.125 MG Oral Tablet,1981,Actual,8
Digoxin 0.125 MG Oral Tablet,2025,Actual,8
Furosemide 40 MG Oral Tablet,2022,Actual,8
Warfarin Sodium 5 MG Oral Tablet,1981,Actual,8
Warfarin Sodium 5 MG Oral Tablet,2025,Actual,8
albuterol 0.83 MG/ML Inhalation Solution,2017,Actual,8
albuterol 0.83 MG/ML Inhalation Solution,2018,Actual,8
albuterol 0.83 MG/ML Inhalation Solution,2019,Actual,8
albuterol 0.83 MG/ML Inhalation Solution,2022,Actual,8
albuterol 0.83 MG/ML Inhalation Solution,2023,Actual,8
albuterol 0.83 MG/ML Inhalation Solution,2024,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2008,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2010,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2014,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2014,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2016,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2016,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2017,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2017,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2017,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2018,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2018,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2018,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2018,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2018,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2018,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2018,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2019,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2019,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2019,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2019,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2019,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2020,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2020,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2021,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2021,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2022,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2023,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2023,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2023,Actual,8
Albuterol 5 MG/ML Inhalation Solution,2024,Actual,8
verapamil hydrochloride 80 MG Oral Tablet,1981,Actual,8
verapamil hydrochloride 80 MG Oral Tablet,2025,Actual,8
amLODIPine 2.5 MG Oral Tablet,1988,Actual,8
amLODIPine 2.5 MG Oral Tablet,2000,Actual,8
amLODIPine 2.5 MG Oral Tablet,2002,Actual,8
amLODIPine 2.5 MG Oral Tablet,2003,Actual,8
amLODIPine 2.5 MG Oral Tablet,2010,Actual,8
amLODIPine 2.5 MG Oral Tablet,2011,Actual,8
amLODIPine 2.5 MG Oral Tablet,2014,Actual,8
amLODIPine 2.5 MG Oral Tablet,2014,Actual,8
amLODIPine 2.5 MG Oral Tablet,2016,Actual,8
amLODIPine 2.5 MG Oral Tablet,2021,Actual,8
amLODIPine 2.5 MG Oral Tablet,2022,Actual,8
amLODIPine 2.5 MG Oral Tablet,2025,Actual,8
amLODIPine 2.5 MG Oral Tablet,2025,Actual,8
lisinopril 10 MG Oral Tablet,2009,Actual,8
lisinopril 10 MG Oral Tablet,2010,Actual,8
lisinopril 10 MG Oral Tablet,2011,Actual,8
lisinopril 10 MG Oral Tablet,2011,Actual,8
lisinopril 10 MG Oral Tablet,2013,Actual,8
lisinopril 10 MG Oral Tablet,2014,Actual,8
